full_name
Mardy Fish
Shirley Fry
Jasper Felder
Jan-Michael Gambill
Zina Garrison
Vitas Gerulaitis
Nicole Gibbs
N.O.R.E.
Althea Gibson
Robby Ginepri
Alexa Glatch
Pancho Gonzales
Carly Gullickson
Tommy Haas
Jamie Hampton
Darlene Hard
Ryan Harrison
Doris Hart
Liezel Huber
John Isner
Helen Jacobs
Bill Johnston
Steve Johnson
Barbara Jordan
Josh Lucas
Jeff Daniels
Alexei L. Efros
Chord Overstreet
Rupert Murdoch
J. P. Morgan
Marty Wright
Mary Walton
Robert Kendrick
Gene Mako
Billie Jean King
Vania King
Jack Kramer
Johan Kriek
Art Larsen
Varvara Lepchenko
Jesse Levine
Alice Marble
Todd Martin
Bethanie Mattek-Sands
Sam Querrey
Bobby Riggs
Chuck McKinley
Ralph McKittrick
Grace Min
Helen Wills
Gardnar Mulloy
Martina Navratilova
Nancy Richey
Sarah Palfrey Cooke
Budge Patty
Shenay Perry
Alison Riske
Charles Sands
Dick Savitt
Chiara Scholl
Ted Schroeder
Pancho Segura
Vic Seixas
Andy Roddick
Meghann Shaughnessy
Pam Shriver
Stan Smith
Vince Spadea
Jack Sock
Abigail Spears
Sloane Stephens
Karen Hantze Susman
May Sutton
Ryan Sweeting
Roscoe Tanner
Brian Teacher
Bill Tilden
Tony Trabert
Coco Vandeweghe
Ellsworth Vines
MaliVai Washington
Richard Norris Williams
Sidney Wood
Donald Young
Alexandra Mueller
Alina Garciamendez
Joan Tompkins
Dina Rae
Savannah Outen
Anna Margaret
Trace Cyrus
Noah Cyrus
Kurt Weill
David Segal
Robert Altman
Meg Whitman
Sheila Widnall
Roberta Williams
Sunita Williams
Stephanie Wilson
Sam Peckinpah
Budd Boetticher
Rouben Mamoulian
Tod Browning
John Cassavetes
M. Night Shyamalan
George Stevens
Michael Curtiz
Frank Capra
William Wyler
Robert Siodmak
Curtis Bernhardt
Franklin J. Schaffner
George A. Romero
Ira H. Abbott
Alan J. Pakula
Sydney Pollack
Miloš Forman
Vincente Minnelli
Mike Nichols
Billy Wilder
Sidney Lumet
Ernst Lubitsch
John Landis
Spike Lee
George Roy Hill
John Huston
James Ivory
Howard Hawks
William Friedkin
Joseph L. Mankiewicz
Margaret Hutchinson Rousseau
Dina Merrill
Carol Shaw
Elias Boudinot
Elias Boudinot
David Brown
Frances Spence
Heidemarie Stefanyshyn-Piper
Harriet Williams Russell Strong
Dale Dye
James Rector
Christopher Cassidy
Elmer McCollum
George Nakashima
Minnie Bruce Pratt
LL Cool J
RZA
Ricky Paull Goldin
Ruth Teitelbaum
Bob Beamon
Edwin Moses
Bob Mathias
Parry O'Brien
Al Oerter
Jesse Owens
Tommie Smith
Ray Ewry
Bobbi Trout
Sherry Turkle
Janice E. Voss
Michael Morhaime
Otto Preminger
Dylan McDermott
Lauren Albanese
Matt Anger
Arthur Ashe
Tracy Austin
Brian Baker
Pauline Betz
James Blake
Madison Brengle
Louise Brough
Bob Bryan
Mike Bryan
Don Budge
Mallory Burdette
Eric Butorac
Carole Caldwell Graebner
Beatrice Capra
Michael Chang
Dorothy Cheney
Julia Cohen
Meredith Colket
Maureen Connolly
Jimmy Connors
Jim Courier
Samantha Crawford
Kevin Curren
Dwight Filley Davis
Lauren Davis
Taylor Dent
Steve Denton
John Doeg
Margaret Osborne duPont
Victoria Duval
Irina Falconi
Bob Falkenburg
Mary Joe Fernández
Kanye West
Dana Ulery
Manuela M. Veloso
Leonard Nimoy
DeForest Kelley
Charles K. Kao
Humphrey Bogart
Bruce Lee
Robert Mitchum
Steve Martin
John McEnroe
Mazie Hirono
Tandy Warnow
Elaine Weyuker
Mary Allen Wilkes
Gail Williams
Jeannette Wing
Margaret H. Wright
Irma Wyman
Frances Yao
Ed O'Neill
Kaley Cuoco
Leonard B. Jordan
Edgar Allan Poe
Harry Frantz
Harvey Milk
John von Neumann
Donald Knuth
Mary Anderson
Anousheh Ansari
Kathleen Antonelli
Tabitha Babbitt
Sarah Bagley
Nora Stanton Blatch Barney
Oscar Robertson
John Middleton Clayton
A. J. Buckley
Forrest J Ackerman
William Bartram
Martha Burton Woodhead Williamson
Mary Stuart MacDougall
Gina Bianchini
Elie Wiesel
Joseph E. Stiglitz
James Cooke Brown
Arnold Gesell
Claudio Sanchez
Josh Eppard
Michael Todd
Travis Stever
Henry Molaison
Frank Borman
Rebecca Black
Matthew Michael Carnahan
Gregory Smith
Samuel Witwer
Steve Jablonsky
Rhoda Griffis
Thomas Jane
Laurie Holden
Peter DeLuise
Arthur P. Jacobs
Ryan Newman
Gregory Itzin
Luise Rainer
Skrillex
Edwin McMillan
Zak Penn
Samuel P. Huntington
Henry Fonda
Chester Bennington
Bradford Phillip Delson
Joseph Hahn
Mike Shinoda
Dave Farrell
Scott Koziol
Mark Wakefield
Rob Bourdon
John Tsang
Bill Anders
Maxine Hong Kingston
James Euringer
Fritz Lang
Maya Angelou
Cenk Uygur
Ana Kasparian
Al Gore
Josh Duhamel
Steve Jobs
Lady Gaga
Joe Pesci
Porter Robinson
Miilkbone
DJ Laz
Martin Kierszenbaum
Valerie Thomas
Helen Blanchard
Katharine Burr Blodgett
Marta Bohn-Meyer
Cynthia Breazeal
Dan Morgenstern
Reginald Le Borg
Walter Schiller
Kurt Adler
Ernst Fraenkel
Bert F. Hoselitz
Richard Erdoes
Karl Hoschna
Martin Stephan
Peter Stephan Jungk
Carl Esmond
Ernst Gossner
Hede Massing
Robert Gomer
Henry Boernstein
Martin Nowak
Kurt Rudolf Fischer
Rudolf Ladenburg
Ernst G. Straus
Fritz Mahler
Adolf Kober
Trude Fleischmann
John H. Herz
Helmut Landsberg
Kurt Robert Eissler
Rudolf von Urban
Else Frenkel-Brunswik
Hermann Nunberg
Ernst Kris
Felix Deutsch
Peter B. Neubauer
Hans Heinrich von Twardowski
Julius Arthur Nieuwland
Richard Lert
Frederick Katzer
Oscar Klein
Ernst Pulgram
Oskar Baudisch
John Michael Kohler
Heinz Werner
Fritz Sternberg
Helene A. von Damm
Joseph Melcher
Henry R. Kahane
George W. F. Hallgarten
Hans Heinsheimer
Ernst Kitzinger
Otto Nathan
Nicolas Berggruen
Uli Derickson
Ernst Cramer
Reuven Amitai
Kurt Lingens
Tom Abel
Carl Jules Weyl
Gertrude Scharff Goldhaber
Karl William Kapp
Curt Courant
Franz Schoenberner
Fritz Gesztesy
Jacob L. Moreno
Godfrey Edward Arnold
Robert von Dassanowsky
Marianne Beth
Georg Gärtner
Victor Joseph Papanek
Danny Nucci
Sybil Danning
Kris Carr
Eric Wolf
Cheryl Benard
Carl Dreher
Frederick Redlich
Paul Hofmann
Kurt H. Debus
Hannskarl Bandel
Hurl Beechum
Bill Lawrence
Ernst Weber
Lotte Strauss
Bernd Heinrich
Krafft Arnold Ehricke
Gustav Lindenthal
Richard Krautheimer
Erika Morini
John Rewald
Paul Kollsman
Jane Ising
Paul Alfred Biefeld
Mathilde Franziska Anneke
Wilhelm Sollmann
Karl Nessler
Joachim Wach
Hans Lange
Irma von Cube
Richard Plant
Kurt Jahnke
Karl Knortz
Ernst Erich Noth
Erwin Ackerknecht
Susan Wojcicki
Gertrude Abercrombie
Andrea Wong
Andrei Konchalovsky
Sylvia T. Ceyer
Donna Nelson
Michelle Francl
M. Christina White
JoAnne Stubbe
William Dieterle
Fred Zinnemann
Tay Zonday
Jamie Lynn Spears
Oprah Winfrey
Judith Herzfeld
Mike Farrell
Julia R. Burdge
Tim Burton
George Cukor
Katharine Hepburn
Barbara Ramsay Shaw
Jennifer Doudna
Natalie Ahn
Blake Edwards
Francis Ford Coppola
Angela K. Wilson
James Lavadour
Amy Rosenzweig
Helen Iglauer Glueck
Eudoxia Woodward
Darleane C. Hoffman
Martha Greenblatt
Rebecca W. Keller
Laura L. Kiessling
Ida Rolf
John Lloyd Stephens
David Auburn
James Franck
Otto Stern
Maria Goeppert-Mayer
Emil Artin
Toomas Hendrik Ilves
Michael Cole
Don McLean
Wernher von Braun
John Jacob Astor
Marcel Breuer
Shawn Bradley
Erwin Panofsky
Curt Sachs
Markus Schulz
Fritz London
Hugo Münsterberg
Christian Heinrich Friedrich Peters
Erik Erikson
Elvin Nimrod
Liam Neeson
Max August Zorn
Karl Bühler
Wolfgang Kapp
Billy Mays
Courteney Cox
Willem Jacob Luyten
Eleanor F. Helin
Charles T. Kowal
Emile Griffith
Robert Benton
Christopher Browning
Barbara W. Tuchman
Michael Cimino
Lauren Oliver
Busta Rhymes
Artur Balder
Robert Redford
Michael Bay
Maud Barger-Wallach
Gloria Grahame
Patrick Leahy
Guy Molinari
Chester Ittner Bliss
Devan Downey
Waleed Zuaiter
Hallee Hirsh
Sylvia Day
John G. Utterback
Jimmy Miller
George Gamow
Geno Smith
Joshua Morrow
Josephine Hull
Thaddeus Young
Randy Savage
Ruth Roman
Edward Kent
Clinton Clauson
Robert Costanza
Simone Mantia
Billy Scott
Mari Holden
Robert Wise
Erwin Wilhelm Müller
Henry Villard
Erika Böhm-Vitense
Jacob Marschak
Bruno Augenstein
Friedrich Weyerhäuser
Adolf Cluss
Grete Sultan
Otto Bettmann
Felix Bressart
Hans Ulrich Gumbrecht
Jean Cox
Tom Bunk
Semi Joseph Begun
Edgar F. Codd
Larry Wall
Alexey Pajitnov
Nicholas Negroponte
John Carmack
Jim Gray
Fred Brooks
Haskell Curry
Richard M. Karp
Leslie Lamport
Douglas Engelbart
Paul Baran
Richard Hamming
Andrew S. Tanenbaum
Jon Postel
Dan Bricklin
Fernando J. Corbató
Manuel Blum
Gary Kildall
Juris Hartmanis
Ray Tomlinson
John Cocke
Shawn Fanning
Jacques Vallée
John Ousterhout
Ray Ozzie
Robert Tarjan
Robert W. Floyd
Butler Lampson
John Henry Holland
Robert Tappan Morris
Brendan Eich
Hans Reiser
Bruce Perens
Walter Savitch
David D. Clark
Craig Reynolds
Jonathan Sachs
Bob Wallace
Ryan C. Gordon
Sanjeev Arora
John F. Sowa
Bob Scheifler
Jeffrey Shallit
Jack Dongarra
Dan Kaminsky
Joe Ossanna
Michael Lynn
Jason Rohrer
David Gelernter
Jon Bosak
Sartaj Sahni
William Warren Tunnicliffe
John Pasta
Daniel G. Bobrow
Richard Crandall
Yiannis N. Moschovakis
Vijay Vazirani
Michael Loceff
Nick Pippenger
David C. Evans
Alan Ashton
David Haussler
Mary Ann Horton
Ralph Griswold
Joe Celko
Maynard Olson
James Goodnight
Anant Agarwal
Ike Nassi
Kent Beck
John McCarthy
Jef Raskin
Alonzo Church
Alan Kay
Vint Cerf
John Backus
Eric Schmidt
David H. Bailey
Paul Kunz
Ralph Johnson
John Vlissides
Eugene Myers
Michael Stonebraker
Larry Ellison
Claude Elwood Shannon
Deon Thomas
Michael Netzer
Othmar Ammann
Adolph Francis Alphonse Bandelier
Bob Lutz
Alexandra Nechita
Arvell Jones
Eddie Hopson
Eben Alexander
Philip Schaff
Harold Gomes
David Coverdale
Lawrence Lasker
Ma Anand Sheela
Henri François Pittier
Jesse James Leija
Jerel Blassingame
Alex Borstein
Carlos Hernández
DeJuan Blair
Albert E. Austin
Christoph Meili
Mitsuo Fuchida
Edgar Schein
Pablo Garza
John Hattendorf
William B. Campbell
Helen Gahagan Douglas
James Stavridis
Zachariah C. Deas
Jean Piccard
Johnny Simmons
John A. Mead
Jay Asher
Deron Washington
Michaela Conlin
George Aiken
Frank Abagnale
Herbert Matter
Robert J. Van de Graaff
Shane Carwin
Owen A. Wells
King Levinsky
Alain Campbell White
Allan Marquand
John Hay
Edmond Amateis
Wiz Khalifa
Samuel Carlisi
Wallace Wattles
Cameron Brown
David Bartel
Harvey Brooks
Josh Stewart
S. E. Hinton
Michael Yani
Mark Tatulli
Melville Shavelson
Dagmar Herzog
Mary McDonnell
Jonathan M. Woodward
Michelle Johnson
Richard Lyons
Curt Newport
Jeff Kahn
John F. Lewis
Oren Harris
Lorin Maazel
Doug Berndt
Andy Razaf
Channa Horwitz
Missy Franklin
Kip Miller
Dexter Gordon
Taylor Vixen
Joe Saenz
Manfred Ackermann
Albert Butz
Richard E. Nisbett
Wilhelm Max Müller
Hans Maeder
Henry Ries
Seaton Grantland
Paul Carr
Harold M. Ryan
Brad Johnson
Max Bergmann
William Ludwig Detmold
Don Wayne
David Clennon
Peter Staub
John Brown Gordon
Walt Kuhn
Ron Carey
Jack Bicknell
Winona LaDuke
Heinz-Hermann Koelle
Audrey Peters
Cliff Gallup
David Doyle
Edwin Conklin
Alicia Ostriker
Tracy Caldwell Dyson
Nadine Strossen
Sandy Carter
Edith Clarke
Mary L. Cleave
Josephine Cochrane
Bev Perdue
Jim DeMint
Lindsey Graham
Kirsten Gillibrand
Amy Klobuchar
Maria Cantwell
Claire McCaskill
Susan Collins
Olympia Snowe
John Kerry
Mary Landrieu
Kelly Ayotte
Lisa Murkowski
Michael S. Hart
Donald Trump
Barnum Brown
Abraham Maslow
Taylor Lautner
Jeremy Renner
Josh Sussman
Ted Ligety
Roy Raymond
C. Anthony Anderson
Ernest Hemingway
William Hirstein
Quentin Smith
Kit Fine
Ryan Higa
Chris Pine
George H. W. Bush
Selena
Bryan Cranston
Jimmy Carter
Larry David
George Clooney
John Belushi
Lila Downs
Lou Costello
Bud Abbott
Andrew Garfield
12th Planet
Ethel Grey Terry
Rod Hundley
Mark Amodei
Ezra Dean
Lois Long
Warner Oland
Tara Conner
Andy Panko
Steve Bullock
Martin Roman
Alan Nunnelee
Lewis Siegelbaum
Gloria Dickson
Maggie Hassan
Dallas Roberts
Amanda Somerville
John Lewis Gaddis
James M. Kelly
Paul W. Richards
Allan Green
Pamela Des Barres
Jessica Pegula
Anthony Swarzak
Jared Burton
Alex Burnett
Marreese Speights
Don Rosa
Josh Gordon
Addison S. McClure
Nick Cave
Paula Broadwell
Steven Palazzo
William Van Horn
John Crittenden
Joe Heck
Frank Guinta
Jack Ritchie
Terri Dendy
Thomas E. Gaddis
Enid Markey
Allen G. Debus
Thomas E. Ackerman
Ron Chernow
Eden Sher
Mike Pence
Taryll Jackson
Edward Douglass White
Charlie Waters
Dan Merklinger
Tony Wroten
Theodore Wharton
Ian Murdock
Douglas A. Anderson
Jay Wright Forrester
Sergey Brin
Seymour Cray
Robert Metcalfe
Lotfi A. Zadeh
Scott Fahlman
Daniel Henry Holmes Ingalls
Franz Alt
Paul Vixie
J. C. R. Licklider
Fred Cohen
David A. Huffman
Maurice Karnaugh
Bill Atkinson
Ron Jeffries
James Rumbaugh
Blake Ross
Jeffrey Ullman
Seymour Ginsburg
David E. Goldberg
Dave Cutler
David S. Johnson
Grady Booch
Donald Norman
Umesh Vazirani
Marshall Kirk McKusick
Scott Forstall
Zohar Manna
Barry Boehm
Edmund M. Clarke
Raj Reddy
E. Allen Emerson
Richard E. Stearns
Edward Feigenbaum
Judea Pearl
Terry Winograd
Charles P. Thacker
Mark Russinovich
Peter Chen
Peter Norvig
Jack Elton Bresenham
David Waltz
George Stibitz
Mario Szegedy
Jon Hall
Watts Humphrey
Rudy Rucker
David Patterson
Michael J. Flynn
John L. Hennessy
Paul Flaherty
Daniel Lewin
Eric Bina
L Peter Deutsch
Jaron Lanier
Daniel J. Bernstein
Ronald V. Book
Irving S. Reed
George Marsaglia
Mark Adler
Cleve Moler
Stephen Altschul
Gordon Bell
David Parnas
Matt Mullenweg
Tony Fadell
Gerard Salton
Douglas McIlroy
Edward F. Moore
Ric Weiland
Ralph Merkle
Richard Wallace
Victor S. Miller
Mark N. Wegman
Rick Gates
David Sayre
Ted Selker
Carsten Lund
Jim Kurose
Ellis L. Johnson
Lawrence Landweber
Terry Welch
Corinna Cortes
Tim Gill
Lance Fortnow
Charles Goldfarb
Alan Kotok
An Wang
Nicholas Metropolis
Theodore Ts'o
Charles Henry Bennett
Edward Felten
Mark P. McCahill
Lawrence Roberts
Robert C. Prim
Tim Paterson
Seth Lloyd
William Daniel Hillis
Kim Hunter
Richard Carrier
Bob French
Hannah Arendt
Milton L. Humason
Herbert Marcuse
Martin Rodbell
Heidi Klum
Joseph H. Silverman
Venkatraman Ramakrishnan
Paul Tillich
Günter Blobel
Riley Steele
Alfred Einstein
Mack Harrell
Carl-Gustaf Rossby
Lotte Lehmann
Lynn Harrell
Sean Anders
Neill S. Brown
Freda Foh Shen
Esteban Powell
Joshua Malina
DeAndre Jordan
Lee Tergesen
Walter Dornberger
Warren Rudman
Neill Barry
David Cryer
Vicki Davis
Charles Proteus Steinmetz
Edward Lasker
Elizabeth Reaser
Ansel Adams
Brian Greene
Martin Schwarzschild
Armond Hill
David J. Wineland
Ira Gershwin
Carl Laemmle
"Alfred A. Knopf, Sr."
Heinrich Göbel
Jürgen Prochnow
Gustave Whitehead
Erich Pommer
Travis Mills
Detlef Schrempf
Max Dehn
Stephen Hague
Matthew C. Perry
Henry Koster
Werner Jaeger
Carl Gustav Hempel
Bettie Page
Joseph Pilates
Gershon Kingsley
Jessica Sanchez
Karl Freund
Edna St. Vincent Millay
Leonard O'Brien
Horst Feistel
Meredith Michaels-Beerbaum
Kurt Goldstein
Juan José Linz
Philip Agee
Victor Fleming
Cyd Charisse
Bruce Graham
Elisabeth Röhm
Elisabeth Schumann
Jay Z
Rupert Wildt
Bob Kahn
Ted Nelson
Alan Perlis
Ivan Sutherland
Stephen Cook
John Hopcroft
Antje Harvey
Marc Andreessen
Peter Norton
Gene Amdahl
Charles Bachman
Ulric Neisser
Ben Shneiderman
Mark Zbikowski
Carver Mead
Mark Weiser
Jim Kajiya
Fazlur Khan
Leonor Michaelis
Ernst Herzfeld
Dru Berrymore
Sharon Stone
Walter Kaufmann
Jacques Loeb
W. Michael Blumenthal
Dana Wynter
Frank Kugler
Jewell James Ebers
Felix Bloch
Robert A. Heinlein
Tavoris Cloud
Andrew Weisblum
Gus Arriola
Vanessa Hudgens
William Porcher Miles
Skeeter Best
Cliff Finch
Corine Mauch
Hans Albert Einstein
Clyde Vernon Cessna
Eric Nylund
Felix Jackson
Edwin Katzenellenbogen
Sinclair Lewis
Larry McKeon
Laurens Hammond
Randy Johnson
Barry De Vorzon
Duke Kahanamoku
Norton Strange Townshend
Elisabeth Kübler-Ross
George Gershwin
Danny Pino
Jane Seymour
Albert Frey
Alfred Métraux
Robert Julius Trumpler
Arnold Henry Guyot
Henry Friedlander
Ernst Jäckh
Henry Wirz
John Froelich
John Sutter
Meyer Guggenheim
Loren L. Ryder
James Thurber
Frederick Exley
Oscar Tschirky
Tyler Kent
Frido Mann
Tania Aebi
Deanna Nolan
Hanna Holborn Gray
Eva Evdokimova
Uma Thurman
Salma Hayek
Aretha Franklin
Marcello Truzzi
Don Abney
Robert Bullock
Christopher Rouse
Georgia Engel
William James
George Edward Cole
Francis Xavier Irwin
Kimberly J. Brown
Charles Quigley
Henry Draper
George L. Banks
Dick Adkins
Stephen Pace
Jack Williams
Dave Brown
Tyler Steelman
Sargent Claude Johnson
Blanche Honegger Moyse
Gustav Peter Bucky
Jo Jones
Thomas Macdonough
Matthew Scully
Stephen Orgel
Jonathan Goldberg
Samuel Bowles
Romaine Fielding
William Alston
Frank Tuttle
Tynisha Keli
Edward Norton
Dennis Jenkins
